idx,product_name,url,crawl_status,image_count,image_status,image_types,print_area_status,spec_count,spec_status,spec_keys,crawled_at,json_path
837,300ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=837,성공,3,성공,"additional_2,main",성공,3,완료,"Phone,Fax,Email",2025-10-18T12:49:03.692398,products/idx_837.json
838,1000ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=838,성공,2,성공,main,성공,3,완료,"Phone,Fax,Email",2025-10-18T12:51:40.694245,products/idx_838.json
839,200ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=839,성공,2,성공,main,성공,3,완료,"Phone,Fax,Email",2025-10-18T12:48:54.228283,products/idx_839.json
840,60ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=840,성공,3,성공,"additional_2,main",성공,3,완료,"Phone,Fax,Email",2025-10-18T12:56:13.640181,products/idx_840.json
841,30ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=841,성공,2,성공,main,성공,3,완료,"Phone,Fax,Email",2025-10-18T12:47:44.526795,products/idx_841.json
842,300ml 거품브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=842,성공,4,성공,"additional_3,additional_2,main",성공,3,완료,"Phone,Fax,Email",2025-10-18T12:42:30.162754,products/idx_842.json
843,100ml 거품브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=843,성공,1,성공,main,성공,3,완료,"Phone,Fax,Email",2025-10-18T13:01:01.615545,products/idx_843.json
850,5ml 헤비브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=850,성공,3,성공,"additional_2,main",성공,3,완료,"Phone,Fax,Email",2025-10-18T12:31:03.874843,products/idx_850.json
851,10ml 헤비브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=851,성공,3,성공,"additional_2,main",성공,3,완료,"Phone,Fax,Email",2025-10-18T12:59:35.428821,products/idx_851.json
853,300ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=853,성공,3,성공,"additional_2,main",성공,3,완료,"Phone,Fax,Email",2025-10-18T12:58:07.351682,products/idx_853.json
860,50ml 헤비브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=860,성공,2,성공,main,성공,3,완료,"Phone,Fax,Email",2025-10-18T12:41:23.767757,products/idx_860.json
